id,name,type,chapter,composite,subtasks,daily_level,camp,occupation,min_prestige,sns,can_giveup,can_help,can_loop,max_loop,time_limit,accept_itemid,snpc,enpc,stalk,etalk,pcon,pack,task_accept,task_down ,task_reward,pre_tid,next_tid,min_lv,max_lv,kill_cdt,item_cdt,use_item,r_exp,r_silver,r_gold,r_jade,r_prestige,r_item,r_master,r_conjugal,r_integral,r_point,can_entrust,entrust_token,entrust_silver,entrust_gold,entrust_time
10049,三教态度1,1,,0,,0,,,,0,0,0,0,0,0,0,200000001,200000002,"[{200000001:""花妖之事我也看不出个究竟,难道和众仙下凡有关?""},{0:""我对此事也摸不着头脑.""},{1001:""三位教主对此事应该有特有的看法,你去问问元始天尊的意见.""}]","[{200000002:""花妖一事我早有耳闻.""}]","{200000001:""元始天尊对花妖一事必有过人看法,麻烦你跑一趟了.""}",,0,0,0,26,28,13,0,,,,,,,,,,,,,,0,,,,
10050,三教态度2,1,,0,,0,,,,0,0,0,0,0,0,0,200000002,200000001,"[{200000002:""草精花妖这些低贱的妖物,本来就不应该存活在这里,早听我说把它们灭除了,就不会发生今天这种事了.""},{0:""果然是一教之主见解独到.""},{200000002:""你去劝谕一下百花,听我的,把花妖全灭了,我教一定鼎力相助.""}]","[{200000001:""天尊还是老样子.""}]","{200000002:""百花答应全歼花妖了吗?""}",,0,0,0,27,29,14,0,,,,,,,,,,,,,,0,,,,
10051,三教态度3,1,,0,,0,,,,0,0,0,0,0,0,0,200000001,200000003,"[{200000001:""元始天尊一向为我独尊,为了摒除异类,不惜赶尽杀绝,手法也太残忍了.""},{0:""元始天尊教义一向如此.""},{200000001:""你去问问通天教主,他意见不会有那么偏激.""}]","[{200000003:""其实花妖之事我早有对策.""}]","{200000001:""通天教主怎么说?也是要歼灭花妖吗?""}",,0,0,0,28,30,14,0,,,,,,,,,,,,,,0,,,,
10052,三教态度4,1,,0,,0,,,,0,0,0,0,0,0,0,200000003,200000001,"[{200000003:""天界花园的环境实在适合植物生长,如果花园不复存在了,那花妖自然无处生存,毁掉花园以及里面的植物,花妖自然就消失了.""},{0:""有道理,不愧是通天教主.""},{200000003:""把花园和植物一起毁掉,是根治的办法,你快去和百花商量一下.""}]","[{200000001:""这不要我命吗?""}]","{200000003:""百花决定拆掉花园了吗?我和你一起去.""}",,0,0,0,29,31,15,0,,,,,,,,,,,,,,0,,,,
10053,三教态度5,1,,0,,0,,,,0,0,0,0,0,0,0,200000001,200000004,"[{200000001:""不是吧?我百花仙子和其他花仙都是靠摄取植物能量来修炼的,没有了植物,我们怎么办啊?他脑残啊?""},{0:""只是个建议而已,仙子不要在意.""},{200000001:""看来你还是要再跑一趟,问问接引道人的意见.""}]","[{200000004:""万般皆是缘,离合自有份.""}]","{200000001:""怎么样?接引道人的意见如何?""}",,0,0,0,30,32,15,0,,,,,,,,,,,,,,0,,,,
10054,三教态度6,1,,0,,0,,,,0,0,0,0,0,0,0,200000004,200000001,"[{200000004:""天下万物一切自有因果缘分,随缘而生,随缘而灭,他人若妄自改变,必遭天谴.""},{0:""那前辈的意思是?""},{200000004:""回去告诉百花吧,一切随缘,不要太在意,一切自有定数.""}]","[{200000001:""三位教主意见独特,算了,还是先放一放.""}]","{200000004:""百花看通没有啊?别太在意,自有定数.""}",,0,0,0,31,33,15,0,,,,,,,,,,,,,,0,,,,
10055,三教纷争1,1,,0,,0,1,,,0,0,0,0,0,0,0,200000001,200000002,"[{200000001:""三教意见不一,很难对花妖一事做定夺.""},{0:""仙子所言甚是.""},{1001:""刚才守院仙童来禀报,无量天发生了一场混战,好像是你的师兄弟们,仙童劝说也无效,他们已经转战到无欲天了,你教主正在找你.""}]","[{200000002:""徒儿,教内出大事了.""}]","{200000001:""快去找你教主.""}",,0,0,0,32,34,16,0,,,,,,,,,,,,,,0,,,,
10056,三教纷争1,1,,0,,0,2,,,0,0,0,0,0,0,0,200000001,200000003,"[{200000001:""三教意见不一,很难对花妖一事做定夺.""},{0:""仙子所言甚是.""},{200000001:""刚才守院仙童来禀报,无量天发生了一场混战,好像是你的师兄弟们,仙童劝说也无效,他们已经转战到无欲天了,你教主正在找你.""}]","[{200000003:""徒儿,教内出大事了.""}]","{200000001:""快去找你教主.""}",,0,0,0,32,34,16,0,,,,,,,,,,,,,,0,,,,
10057,三教纷争1,1,,0,,0,3,,,0,0,0,0,0,0,0,200000001,200000004,"[{200000001:""三教意见不一,很难对花妖一事做定夺.""},{0:""仙子所言甚是.""},{200000001:""刚才守院仙童来禀报,无量天发生了一场混战,好像是你的师兄弟们,仙童劝说也无效,他们已经转战到无欲天了,你教主正在找你.""}]","[{200000004:""徒儿,教内出大事了.""}]","{200000001:""快去找你教主.""}",,0,0,0,32,34,16,0,,,,,,,,,,,,,,0,,,,
10058,三教纷争2,1,,0,,0,1,,,0,0,0,0,0,0,0,200000002,200000012,"[{200000002:""教内弟子和谐,一般很少发生口角冲突,其中必有因由.""},{0:""请教主吩咐.""},{200000002:""你速去无欲天找你大师兄,下凡在即,叫他少生事端.""}]","[{200000012:""啊!!!这里有躺着一个人.""}]","{200000002:""你大师兄何在?""}",,0,0,0,33,35,16,0,,,,,,,,,,,,,,0,,,,
10059,三教纷争2,1,,0,,0,2,,,0,0,0,0,0,0,0,200000003,200000012,"[{200000003:""教内弟子和谐,一般很少发生口角冲突,其中必有因由.""},{0:""请教主吩咐.""},{200000003:""你速去无欲天找你大师兄,下凡在即,叫他少生事端.""}]","[{200000012:""啊!!!这里有躺着一个人.""}]","{200000003:""你大师兄何在?""}",,0,0,0,33,35,16,0,,,,,,,,,,,,,,0,,,,
10060,三教纷争2,1,,0,,0,3,,,0,0,0,0,0,0,0,200000004,200000012,"[{200000004:""教内弟子和谐,一般很少发生口角冲突,其中必有因由.""},{0:""请教主吩咐.""},{200000004:""你速去无欲天找你大师兄,下凡在即,叫他少生事端.""}]","[{200000012:""啊!!!这里有躺着一个人.""}]","{200000004:""你大师兄何在?""}",,0,0,0,33,35,16,0,,,,,,,,,,,,,,0,,,,
10061,三教纷争3,1,,0,,0,,,,0,0,0,0,0,0,0,200000012,200000013,"[{200000013:""原来是大师兄.""},{{player}:""请问童子,这里发生了什么事?""}]","[{200000013:""童子颤抖中.....""}]","{200000012:""尸体尚有一丝体温.""}",,0,0,0,34,36,17,0,,,,,,,,,,,,,,0,,,,
10062,三教纷争4,1,,0,,0,,,,0,0,0,0,0,0,0,200000013,200000013,"[{200000013:""疯了..疯了..牛都疯了.""}]","[{200000013:""畜生都走开了吗?""}]","{200000013:""牛..疯了..怕.....""}",,0,"去{inst10004|100013,无欲天}击杀20只{inst10004|100013,牦牛}",0,35,37,17,0,,,,,,,,,,,,,,0,,,,
10063,三教纷争5,1,,0,,0,1,,,0,0,0,0,0,0,0,200000013,200000002,"[{{player}:""可以告诉我发生什么事了吗?""},{200000013:""打...杀...杀....""},{{player}:""这仙童傻了,看来只有先回报教主了.""}]","[{200000002:""什么?你师兄战死了?""}]","{200000013:""打..杀..杀...""}",,0,0,0,36,38,18,0,,,,,,,,,,,,,,0,,,,
10064,三教纷争5,1,,0,,0,2,,,0,0,0,0,0,0,0,200000013,200000003,"[{{player}:""可以告诉我发生什么事了吗?""},{200000013:""打...杀...杀....""},{{player}:""这仙童傻了,看来只有先回报教主了.""}]","[{200000003:""什么?你师兄战死了?""}]","{200000013:""打..杀..杀...""}",,0,0,0,36,38,18,0,,,,,,,,,,,,,,0,,,,
10065,三教纷争5,1,,0,,0,3,,,0,0,0,0,0,0,0,200000013,200000004,"[{{player}:""可以告诉我发生什么事了吗?""},{200000013:""打...杀...杀....""},{{player}:""这仙童傻了,看来只有先回报教主了.""}]","[{200000004:""什么?你师兄战死了?""}]","{200000013:""打..杀..杀...""}",,0,0,0,36,38,18,0,,,,,,,,,,,,,,0,,,,
10066,三教纷争6,1,,0,,0,1,,,0,0,0,0,0,0,0,200000002,200000002,"[{200000002:""这事一定与其余两教有关,在天上都能如此妄为,下凡后更是一场杀戮.""},{0:""看来战事已经无可避免了.""},{200000002:""你要千万小心,切莫步你师兄后尘.""}]","[{{player}:""弟子明白.""}]",,,0,0,0,37,39,18,0,,,,,,,,,,,,,,0,,,,
10067,三教纷争6,1,,0,,0,2,,,0,0,0,0,0,0,0,200000003,200000003,"[{200000003:""这事一定与其余两教有关,在天上都能如此妄为,下凡后更是一场杀戮.""},{0:""看来战事已经无可避免了.""},{200000003:""你要千万小心,切莫步你师兄后尘.""}]","[{{player}:""弟子明白.""}]",,,0,0,0,37,39,18,0,,,,,,,,,,,,,,0,,,,
10068,三教纷争6,1,,0,,0,3,,,0,0,0,0,0,0,0,200000004,200000004,"[{200000004:""这事一定与其余两教有关,在天上都能如此妄为,下凡后更是一场杀戮.""},{0:""看来战事已经无可避免了.""},{200000004:""你要千万小心,切莫步你师兄后尘.""}]","[{{player}:""弟子明白.""}]",,,0,0,0,37,39,18,0,,,,,,,,,,,,,,0,,,,
10069,三教纷争7,1,,0,,0,1,,,0,0,0,0,0,0,0,200000002,200000002,"{{200000002:""混战之下,一定会留下一些线索,你再去无欲天你师兄尸体旁,看看有什么发现.""},{0:""我速去速回.""}]","[{200000002:""果然如此.""}]","{200000002:""快去找线索.""}",,0,0,0,38,40,19,0,,,,,,,,,,,,,,0,,,,
10070,三教纷争7,1,,0,,0,2,,,0,0,0,0,0,0,0,200000003,200000003,"[{200000003:""混战之下,一定会留下一些线索,你再去无欲天你师兄尸体旁,看看有什么发现.""},{0:""我速去速回.""}]","[{200000003:""果然如此.""}]","{200000003:""快去找线索.""}",,0,0,0,38,40,19,0,,,,,,,,,,,,,,0,,,,
10071,三教纷争7,1,,0,,0,3,,,0,0,0,0,0,0,0,200000004,200000004,"[{200000004:""混战之下,一定会留下一些线索,你再去无欲天你师兄尸体旁,看看有什么发现.""},{0:""我速去速回.""}]","[{200000004:""果然如此.""}]","{200000004:""快去找线索.""}",,0,0,0,38,40,19,0,,,,,,,,,,,,,,0,,,,
10072,真正考验1,1,,0,,0,1,,,0,0,0,0,0,0,0,200000002,200000002,"[{200000002:""看来你师兄已经被写入封神榜了,想不到第一个写入封神榜的,竟是我教中人.""},{0:""我教师兄弟个个资质不凡,写入封神榜乃是迟早的事.""},{200000002:""记住,你此番下凡时要尽快找到能填补封神榜名单的神位,以免我教之人再入封神榜名单.""}]","[{{player}:""谨遵教主之命.""}]",,,0,0,0,39,41,19,0,,,,,,,,,,,,,,0,,,,
10073,真正考验1,1,,0,,0,2,,,0,0,0,0,0,0,0,200000003,200000003,"[{200000003:""看来你师兄已经被写入封神榜了,想不到第一个写入封神榜的,竟是我教中人.""},{0:""我教师兄弟个个资质不凡,写入封神榜乃是迟早的事.""},{200000003:""记住,你此番下凡时要尽快找到能填补封神榜名单的神位,以免我教之人再入封神榜名单.""}]","[{{player}:""谨遵教主之命.""}]",,,0,0,0,39,41,19,0,,,,,,,,,,,,,,0,,,,
10074,真正考验1,1,,0,,0,3,,,0,0,0,0,0,0,0,200000004,200000004,"[{200000004:""看来你师兄已经被写入封神榜了,想不到第一个写入封神榜的,竟是我教中人.""},{0:""我教师兄弟个个资质不凡,写入封神榜乃是迟早的事.""},{200000004:""记住,你此番下凡时要尽快找到能填补封神榜名单的神位,以免我教之人再入封神榜名单.""}]","[{{player}:""谨遵教主之命.""}]",,,0,0,0,39,41,19,0,,,,,,,,,,,,,,0,,,,
10075,真正考验2,1,,0,,0,1,,,0,0,0,0,0,0,0,200000002,200000013,"[{200000002:""在凡间战斗修炼,一切要顺应天命,不可执着造化.""},{0:""教主,我下凡之后如何封神呢?""},{200000002:""我现给你一部封神册,你下凡后,如果遇到适合入封神榜之人,即可将其登录入册.我见下界朝歌城有一道红光直冲天庭,你就先去那里找找吧.""}]","[{200000013:""我已恭候多时.""}]","{200000002:""其他两教已经不断有人下凡了,你还在这里干嘛?""}",,0,0,0,40,42,20,0,,,,,,,,,,,,,,0,,,,
10076,真正考验2,1,,0,,0,2,,,0,0,0,0,0,0,0,200000003,200000014,"[{200000003:""在凡间战斗修炼,一切要顺应天命,不可执着造化.""},{0:""教主,我下凡之后如何封神呢?""},{200000003:""我现给你一部封神册,你下凡后,如果遇到适合入封神榜之人,即可将其登录入册.我见下界朝歌城有一道红光直冲天庭,你就先去那里找找吧.""}]","[{200000014:""我已恭候多时.""}]","{200000003:""其他两教已经不断有人下凡了,你还在这里干嘛?""}",,0,0,0,40,42,20,0,,,,,,,,,,,,,,0,,,,
10077,真正考验2,1,,0,,0,3,,,0,0,0,0,0,0,0,200000004,200000015,"[{200000004:""在凡间战斗修炼,一切要顺应天命,不可执着造化.""},{0:""教主,我下凡之后如何封神呢?""},{200000004:""我现给你一部封神册,你下凡后,如果遇到适合入封神榜之人,即可将其登录入册.我见下界朝歌城有一道红光直冲天庭,你就先去那里找找吧.""}]","[{200000015:""我已恭候多时.""}]","{200000004:""其他两教已经不断有人下凡了,你还在这里干嘛?""}",,0,0,0,40,42,20,0,,,,,,,,,,,,,,0,,,,
10078,初到朝歌,1,,0,,0,1,,,0,0,0,0,0,0,0,200000013,200000013,"[{200000013:""教主派我来接引你下凡的事宜,先和你说说这个朝歌城的情况吧.""},{0:""愿闻其详.""},{200000013:""朝歌城是大商朝京都所在,有800多年基业,商朝历代皇帝治理有方,朝朝代代国泰民安,处处歌舞升平.由于万民和谐,所以涌现了许多修仙合道之人,而且个个法力高强,有个别修炼程度可达封神榜神位.""}]","[{{player}:""看来此处的确是收录封神榜神位的好地方.""}]",,,0,0,0,41,43,21,0,,,,,,,,,,,,,,0,,,,
10079,初到朝歌,1,,0,,0,2,,,0,0,0,0,0,0,0,200000014,200000014,"[{200000014:""教主派我来接引你下凡的事宜,先和你说说这个朝歌城的情况吧.""},{0:""愿闻其详.""},{200000014:""朝歌城是大商朝京都所在,有800多年基业,商朝历代皇帝治理有方,朝朝代代国泰民安,处处歌舞升平.由于万民和谐,所以涌现了许多修仙合道之人,而且个个法力高强,有个别修炼程度可达封神榜神位.""}]","[{{player}:""看来此处的确是收录封神榜神位的好地方.""}]",,,0,0,0,41,43,21,0,,,,,,,,,,,,,,0,,,,
10080,初到朝歌,1,,0,,0,3,,,0,0,0,0,0,0,0,200000015,200000015,"[{200000015:""教主派我来接引你下凡的事宜,先和你说说这个朝歌城的情况吧.""},{0:""愿闻其详.""},{200000015:""朝歌城是大商朝京都所在,有800多年基业,商朝历代皇帝治理有方,朝朝代代国泰民安,处处歌舞升平.由于万民和谐,所以涌现了许多修仙合道之人,而且个个法力高强,有个别修炼程度可达封神榜神位.""}]","[{{player}:""看来此处的确是收录封神榜神位的好地方.""}]",,,0,0,0,41,43,21,0,,,,,,,,,,,,,,0,,,,
10081,当朝宰相,1,,0,,0,1,,,0,0,0,0,0,0,0,200000013,200000017,"[{200000013:""当朝宰相商容上知天文,下知地理,也是一个修道之人.而且认识许多能人异士,若是先从他开始,必定可以早日完成封神大任.""},{0:"" 阁下对下界之事果然了如指掌,有你的帮助,我定能完成任务.""}]","[{200000017:""哇,我见你器宇不凡,是修仙的好材料.""}]","{200000013:""在宰相商容那,必能找到能人异士.""}",,0,0,0,42,44,21,0,,,,,,,,,,,,,,0,,,,
10082,当朝宰相,1,,0,,0,2,,,0,0,0,0,0,0,0,200000014,200000017,"[{200000014:""当朝宰相商容上知天文,下知地理,也是一个修道之人.而且认识许多能人异士,若是先从他开始,必定可以早日完成封神大任.""},{0:"" 阁下对下界之事果然了如指掌,有你的帮助,我定能完成任务.""}]","[{200000017:""哇,我见你器宇不凡,是修仙的好材料.""}]","{200000014:""在宰相商容那,必能找到能人异士.""}",,0,0,0,42,44,21,0,,,,,,,,,,,,,,0,,,,
10083,当朝宰相,1,,0,,0,3,,,0,0,0,0,0,0,0,200000015,200000017,"[{200000015:""当朝宰相商容上知天文,下知地理,也是一个修道之人.而且认识许多能人异士,若是先从他开始,必定可以早日完成封神大任.""},{0:"" 阁下对下界之事果然了如指掌,有你的帮助,我定能完成任务.""}]","[{200000017:""哇,我见你器宇不凡,是修仙的好材料.""}]","{200000015:""在宰相商容那,必能找到能人异士.""}",,0,0,0,42,44,21,0,,,,,,,,,,,,,,0,,,,
10084,上表祈福,1,,0,,0,,,,0,0,0,0,0,0,200001,200000017,200000018,"[{200000017:""女娲娘娘炼石补天福泽天下,每年三月十五是女娲娘娘诞辰,皇上身为一国之君,定要进行祭天之举,我已拟定了一封奏折,你帮我向皇上递呈吧!""},{0:""谨遵宰相之命.""}]","[{200000018:""宰相有奏折,待朕看看.""}]","{200000017:""三月十五快到了,快到皇上那递奏折.""}",,0,0,0,43,45,22,0,,,200001:1,,,,,,,,,,,0,,,,
10085,准奏祭祀,1,,0,,0,,,,0,0,0,0,0,0,200002,200000018,200000017,"[{200000018:""当年女娲娘娘练五色石补天才有天下万民生活安定,才有历代先贤和我大商800多年基业,祭祀女娲娘娘乃是天下之举.准宰相商容之奏,传令下去,一切祭祀准备工作,有宰相商容全权负责.""},{0:""谢皇上恩典.""}]","[{200000017:""皇上如此重视,我必定隆重其事.""}]","{200000018:""我已交待宰相商容准备,你还有什么事吗?""}",,0,0,0,44,46,22,0,,,200002:1,,,,,,,,,,,0,,,,
10086,准备祭礼,1,,0,,0,,,,0,0,0,0,0,0,0,200000017,200000019,"[{200000017:""女娲娘娘神圣庄严,祭祀之日祭器也一定要清净无为.到药材铺去要一些圣露草回来.""}]","[{200000019:""圣露草乃是洗涤祭祀祭器之圣品.""}]","{200000017:""祭祀的圣露草都采回来了吗?""}",,0,0,0,45,47,23,0,,,,,,,,,,,,,,0,,,,
10087,筹备祭祀,1,,0,,0,,,,0,0,0,0,0,0,200003,200000019,200000017,"[{200000019:""既然宰相有所求,我就送你一些,以表我对朝廷之心,你去回禀宰相吧.""}]","[{200000017:""大商军民上下一心,我朝天下固若金汤.""}]","{200000019:""既然朝廷替民祭天,那我这个当平民的也不应吝啬.""}",,0,0,0,46,48,23,0,,,200003:1,,,,,,,,,,,0,,,,
10088,初遇飞虎,1,,0,,0,,,,0,0,0,0,0,0,0,200000017,200000020,"[{200000017:""皇上祭祀神庙,毕竟也是离宫.皇上出宫,安全乃是第一位,这次负责皇上出宫安全的是武成王黄飞虎,你可以去看看有什么可以帮忙的.""}]","[{200000020:""我乃朝歌御林军统领,朝歌上下安危,由我负责.""}]","{200000017:""做完此事,必有封赏.""}",,0,0,0,47,49,24,0,,,,,,,,,,,,,,,,,,
10089,铸鼎祭天,1,,0,,0,,,,0,0,0,0,0,0,0,200000020,200000021,"[{200000020:""宰相交待下来,要我这边负责铸鼎祭天,你与我去传令一下朝歌的武器行,吩咐他们铸鼎吧.""}]","[{200000021:""侯爷有命我等必定全力配合.""}]","{200000020:""传令武器行全力配合祭祀赶铸铜鼎.""}",,0,0,0,48,50,24,0,,,,,,,,,,,,,,,,,,
10090,军民一心,1,,0,,0,,,,0,0,0,0,0,0,0,200000021,200000020,"[{200000021:""祭天神鼎已铸好,请少侠代为回复侯爷.""}]","[{200000020:""有劳{player}了,你对我大商的功劳我会记住的.""}]","{200000021:""侯爷之命不敢违,鼎已铸好请回复侯爷.""}",,0,0,0,49,51,25,0,,,,,,,,,,,,,,,,,,
10091,回复商容,1,,0,,0,,,,0,0,0,0,0,0,0,200000020,200000017,"[{200000020:""祭天神鼎铁匠已经送到,你去回复宰相,说我这边的事情已经准备就绪了.""}]","[{200000017:""武成王做事真利索.""}]","{200000020:""回复宰相祭天神鼎已送到.""}",,0,0,0,50,52,25,0,,,,,,,,,,,,,,,,,,
10092,祭天当日,1,,0,,0,,,,0,0,0,0,0,0,0,200000017,200000018,"[{200000017:""祭天的准备工作已经全做好了,现在就等皇上决定何时起驾祭天了,此事做得如此快捷利索,皇上必有赏赐.你去禀报一下皇上,看皇上何时动身.""}]","[{200000018:""宰相对你的赞赏,已传到朕的耳边了.""}]","{200000018:""皇上有赏赐,你还不去领取?""}",,0,0,0,51,53,26,0,,,,,,,,,,,,,,,,,,
10093,纣王赏赐,1,,0,,0,,,,0,0,0,0,0,0,0,200000018,200000020,"[{200000018:""武成王黄飞虎是我朝得力将士,也是一武艺高强之人,以阁下的天资和能力去那求一职位应该不难.""}]","[{200000020:""上次铸鼎我已有对少侠封赏之心.""}]","{200000018:""到武成王那求一职位吧!""}",,0,0,0,52,54,26,0,,,,,,,,,,,,,,,,,,
10094,求证三教,1,,0,,0,1,,,0,0,0,0,0,0,0,200000020,200000013,"[{200000020:""我大商治理天下800多年,事事都要顺应朝纲礼常,本侯对少侠功德及对朝廷贡献本应封赏少侠,但少侠现为一介寒愚,实在师出无名.据闻少侠是名教门下,如若能出示你教信物,本侯必定加以封赏.""}]","[{200000013:""有何困难要来找我?""}]","{200000020:""没有封号,在朝中能难做事.""}",,0,0,0,53,55,27,0,,,,,,,,,,,,,,,,,,
10095,求证三教,1,,0,,0,2,,,0,0,0,0,0,0,0,200000020,200000014,"[{200000020:""我大商治理天下800多年,事事都要顺应朝纲礼常,本侯对少侠功德及对朝廷贡献本应封赏少侠,但少侠现为一介寒愚,实在师出无名.据闻少侠是名教门下,如若能出示你教信物,本侯必定加以封赏.""}]","[{200000014:""有何困难要来找我?""}]","{200000020:""没有封号,在朝中能难做事.""}",,0,0,0,53,55,27,0,,,,,,,,,,,,,,,,,,
10096,求证三教,1,,0,,0,3,,,0,0,0,0,0,0,0,200000020,200000015,"[{200000020:""我大商治理天下800多年,事事都要顺应朝纲礼常,本侯对少侠功德及对朝廷贡献本应封赏少侠,但少侠现为一介寒愚,实在师出无名.据闻少侠是名教门下,如若能出示你教信物,本侯必定加以封赏.""}]","[{200000015:""有何困难要来找我?""}]","{200000020:""没有封号,在朝中能难做事.""}",,0,0,0,53,55,27,0,,,,,,,,,,,,,,,,,,
10097,凭信册封,1,,0,,0,1,,,0,0,0,0,0,0,200004,200000013,200000020,"[{200000013:""教主一早便知晓人间行事方式,并且已留下一件本门信物,你去交与武成王,武成王自会安排.""}]","[{200000020:""少侠果然是你教精英,有此信物我可以册封少侠了.""}]","{200000013:""武成王见到信物,便会妥善安排.""}",,0,0,0,54,56,27,0,,,200004:1,,,,,,,,,,,,,,,
10098,凭信册封,1,,0,,0,2,,,0,0,0,0,0,0,200004,200000014,200000020,"[{200000014:""教主一早便知晓人间行事方式,并且已留下一件本门信物,你去交与武成王,武成王自会安排.""}]","[{200000020:""少侠果然是你教精英,有此信物我可以册封少侠了.""}]","{200000014:""武成王见到信物,便会妥善安排.""}",,0,0,0,54,56,27,0,,,200004:1,,,,,,,,,,,,,,,
10099,凭信册封,1,,0,,0,3,,,0,0,0,0,0,0,200004,200000015,200000020,"[{200000015:""教主一早便知晓人间行事方式,并且已留下一件本门信物,你去交与武成王,武成王自会安排.""}]","[{200000020:""少侠果然是你教精英,有此信物我可以册封少侠了.""}]","{200000015:""武成王见到信物,便会妥善安排.""}",,0,0,0,54,56,27,0,,,200004:1,,,,,,,,,,,,,,,
10100,骤闻变故,1,,0,,0,,,,0,0,0,0,0,0,0,200000020,200000022,"[{200000020:""皇上祭天之时,有一宫女不慎摔落祭坛下,皇上为救她,将祭祀铜鼎毁坏了一只,结果顿时天象异变,黑风狂作,现在不知如何是好,你去伯夷处问问满朝议论情况.""}]","[{200000022:""连武成王也知道此事了?""}]","{200000020:""此事兹事体大,伯夷应该得知满朝议论如何.""}",,0,0,0,55,57,28,0,,,,,,,,,,,,,,,,,,
10101,满朝议论,1,,0,,0,,,,0,0,0,0,0,0,0,200000022,200000020,"[{200000022:""皇上因救人而不慎毁掉祭天铜鼎,本是无心之失,但当日天象所示,实乃触怒上苍之象.事已至此实非我辈所想,后果如何亦无人知晓.你回禀武成王,朝中大臣亦没人知道如何补救.""}]","[{200000020:""此事确难定夺.""}]","{200000022:""武成王见识过人,可能有补救的办法.""}",,0,0,0,56,58,28,0,,,,,,,,,,,,,,,,,,
10102,回禀武王,1,,0,,0,,,,0,0,0,0,0,0,0,200000020,200000020,"[{200000020:""想我大商基业近800多年,历代帝皇待民如子,国泰民安人人安居乐业,今皇上无心之失,须有天象所示已触犯天怒,但亦未见其实在效果.""},{0:""毕竟苍天会有眼的,不会因为少少过失,而惩罚天下人吧.""}]","[{200000020:""但愿如此.""}]",,,0,0,0,57,59,29,0,,,,,,,,,,,,,,,,,,
10103,天易卜算,1,,0,,0,,,,0,0,0,0,0,0,0,200000020,200000023,"[{200000020:""虽然大商天下固若金汤,但是始终令人担心,闻说城中有一算命先生周易卜卦相当灵验,你且去为我大商求上一挂.""}]","[{200000023:""求签卜卦,万卜万灵.""}]","{200000020:""算命先生卜出何挂?""}",,0,0,0,58,60,29,0,,,,,,,,,,,,,,,,,,
10104,祸起南方,1,,0,,0,,,,0,0,0,0,0,0,0,200000023,200000023,"[{200000023:""其实皇上祭天之日,突然天象异变,我就当时为我大商卜了一挂,""离宫太旺太阴明,晴雨而今眼见晴,若是久晴还有雨,时逢甲子雨又晴.""""}]","[{200000023:""签文所示:事情祸福难定,难以判断,现不宜过多猜忌,应息事宁人.皇上本命属金,火克金,南方属火,切忌接触南方.""}]",,,0,0,0,59,61,30,0,,,,,,,,,,,,,,,,,,
10105,一念祸福,1,,0,,0,,,,0,0,0,0,0,0,0,200000023,200000020,"[{200000023:""最近有关于朝歌南面的事宜,必须慎重处理.签文如是说,请回复侯爷.""}]","[{200000020:""签文所示,必有其理.""}]","{200000023:""切忌勿近南方.""}",,0,0,0,60,62,30,0,,,,,,,,,,,,,,,,,,
10106,冀州除妖,1,,0,,0,,,,0,0,0,0,0,0,0,200000020,200000020,"[{200000020:""冀州地处朝歌南面,最近百姓常报有妖物阻扰官道,难道签文所指就是冀州?不管如何,你先到冀州雨泽林消灭恶狼20只,先保百姓安全.""}]","[{200000020:""{player}真是为我朝百姓做不少好事啊!""}]","{200000020:""连你都无法除灭恶狼,莫非南面真的祸劫大商?""}",,0,"去{inst10005|100014,雨泽林}击杀20只恶狼{inst10005|100014,恶狼}",0,61,63,31,0,{100014:20},,,,,,,,,,,,,,,,,
10107,宫中谣传,1,,0,,0,,,,0,0,0,0,0,0,0,200000020,200000024,"[{200000020:""最近宫中传出闹鬼一事,虽说可能是某些人的幻觉无伤大雅.但也不可以在这个时候让它广为流传.{player}去平息一下谣言.""}]","[{200000024:""夜里总是不时有白光闪过.""}]","{200000020:""宫中果真闹鬼?""}",,0,0,0,62,64,31,0,,,,,,,,,,,,,,,,,,
10108,追踪妖魅,1,,0,,0,,,,0,0,0,0,0,0,0,200000024,200000025,"[{200000024:""宫中的白光闪过之后,就会有一些宫女的衣服首饰之类的物件丢失了,听说宫里已经有很多人见过了,白光从四面八方来,但是都向南门飞出.""}]","[{200000025:""的确最近是有很多白光闪过.""}]","{200000024:""白光全部都向南门飞去,不知道南门有什么吸引它们.""}",,0,0,0,63,65,32,0,,,,,,,,,,,,,,,,,,
10109,寻觅妖源1,1,,0,,0,,,,0,0,0,0,0,0,0,200000025,200000025,"[{200000025:""白光一闪就过,没有人看得出是什么东西,不过在闪过后,就会看到地上有些白色的狐狸毛,但是狐狸也不会跑得如此快啊!""}]","[{200000025:""估计此事与平川岭的狐狸有关.""}]",,,0,0,0,64,66,32,0,,,,,,,,,,,,,,,,,,
10110,寻觅妖源2,1,,0,,0,,,,0,0,0,0,0,0,0,200000025,200000026,"[{200000025:""我们经常到冀州平川岭巡山时,都会见到许多白狐狸,不过它们的速度没有像白光那样快,看来你要去一趟平川岭,才能知道端倪了.还有,冀州侯爷苏护正需要一批白狐狸皮送人,你顺道帮忙猎杀一些吧.""}]","[{200000026:""少侠之名早已威震朝歌,此等小事还要劳烦少侠出手,真是折杀老夫.""}]","{200000025:""平川岭有许多白狐狸出没.""}",,0,"去{inst10006|100015,平川岭}击杀{inst10006|100015,白狐}",0,65,67,33,0,,{11003:15},{11003:15},,,,,,,,,,,,,,,
